# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.085095e-01   9.469881e-25   1.651903e-04   1.295530e-25   56
  4.090485e-01   1.660849e-24   0.000000e+00   3.007781e-25   72
  4.099899e-01   1.699906e-24   0.000000e+00   3.142091e-25   24
  4.104598e-01   1.464703e-24   0.000000e+00   2.044632e-25   72
  4.109291e-01   5.383466e-25   5.619580e-09   8.279042e-26   48
  4.121469e-01   1.485063e-24   2.291567e-04   1.566711e-25   120
  4.132680e-01   7.441851e-25   5.619580e-09   8.939903e-26   48
  4.146649e-01   7.655665e-25   0.000000e+00   6.587093e-26   144
  4.160572e-01   9.709124e-25   5.619580e-09   1.816609e-25   24
  4.165203e-01   1.058644e-24   0.000000e+00   9.670545e-26   84
  4.169828e-01   1.568119e-24   0.000000e+00   3.558065e-25   24
  4.174448e-01   1.324815e-24   5.619580e-09   3.666831e-25   12
  4.179064e-01   2.488515e-24   7.947286e-09   5.202215e-25   24
  4.183674e-01   1.590842e-24   0.000000e+00   2.178581e-25   24
  4.195385e-01   1.127219e-24   2.287955e-04   1.466126e-25   132
  4.202064e-01   8.946923e-25   5.298191e-09   1.098175e-25   72
  4.206649e-01   1.061795e-24   5.619580e-09   1.921729e-25   48
  4.215803e-01   1.352986e-24   0.000000e+00   1.431476e-25   96
  4.229499e-01   1.203238e-24   0.000000e+00   1.807933e-25   24
  4.234054e-01   3.704881e-25   0.000000e+00   4.574526e-26   48
  4.238604e-01   9.942106e-25   0.000000e+00   1.563368e-25   24
  4.243149e-01   3.673346e-25   0.000000e+00   6.695203e-26   24
  4.247690e-01   8.694483e-25   0.000000e+00   1.588106e-25   24
  4.252226e-01   6.463080e-25   0.000000e+00   9.185372e-26   48
  4.256757e-01   6.179083e-25   7.947286e-09   8.464798e-26   48
  4.270320e-01   2.421979e-25   7.947286e-09   3.498437e-26   24
  4.274832e-01   1.153079e-24   0.000000e+00   1.784741e-25   24
  4.279339e-01   8.128578e-25   0.000000e+00   9.687174e-26   72
  4.288339e-01   1.248804e-24   5.619580e-09   1.755352e-25   48
  4.306282e-01   1.179914e-24   0.000000e+00   1.771915e-25   36
  4.310756e-01   6.464753e-25   5.619580e-09   9.534552e-26   48
  4.319690e-01   2.718678e-25   0.000000e+00   5.011761e-26   24
  4.324150e-01   7.823229e-25   7.492773e-09   1.192333e-25   72
  4.328606e-01   3.717480e-25   0.000000e+00   4.920183e-26   72
  4.337503e-01   9.887639e-25   0.000000e+00   2.089732e-25   24
  4.345273e-01   6.102071e-25   1.921429e-04   6.427890e-26   96
